id,source,record_type,degree_injury_cd,degree_injury,date,year,mine_id,coal_metal,subunit,classification,accident_type,activity,injury_source,nature_injury,body_part,days_lost,no_injuries,mining_equipment,is_oilgas,oilgas_score,oilgas_terms,actual_injury,actual_fatality,narrative,narrative_words,text,is_duplicate,duplicate_of,dup_kind,duplicate_ids,split_hint
msha_003293,msha,no_injury_event,00,ACCIDENT ONLY,2022-09-26,2022,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The SP elevator was taken out of service due to normal stretch in the governor rope. The rope was shortened, the take-up guides cleaned, the elevator was tested, and the elevator was placed back into service. MSHA was notified via the hotline.",42,"The SP elevator was taken out of service due to normal stretch in the governor rope. The rope was shortened, the take-up guides cleaned, the elevator was tested, and the elevator was placed back into service. MSHA was notified via the hotline.",False,,,,train_candidate
msha_003294,msha,no_injury_event,00,ACCIDENT ONLY,2024-09-14,2024,0100851,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The SP Elevator was taken out of service due a door switch getting moisture in it. The switch was replaced, the elevator tested, and placed back in service.",28,"The SP Elevator was taken out of service due a door switch getting moisture in it. The switch was replaced, the elevator tested, and placed back in service.",False,,,"[""msha_004380""]",train_candidate
msha_003297,msha,no_injury_event,00,ACCIDENT ONLY,2019-04-19,2019,0102901,C,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,During the weekly checks the West main escape hoist was taken out of service due to a problem with the over travel switch. The switch was replaced and the escape hoist was put back in service at 10:33 am.,39,During the weekly checks the West main escape hoist was taken out of service due to a problem with the over travel switch. The switch was replaced and the escape hoist was put back in service at 10:33 am.,False,,,,train_candidate
msha_003303,msha,no_injury_event,00,ACCIDENT ONLY,2020-03-06,2020,0404157,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks - off highway trucks,False,0,[],False,False,Cat 775G Haul truck #3-74 dumped material into hopper and began to move away from dumping chute when fire started in engine compartment. Operator immediately exited machine without injury and fire was extinguished by nearby water truck.,37,Cat 775G Haul truck #3-74 dumped material into hopper and began to move away from dumping chute when fire started in engine compartment. Operator immediately exited machine without injury and fire was extinguished by nearby water truck.,False,,,,train_candidate
msha_003313,msha,no_injury_event,00,ACCIDENT ONLY,2021-01-13,2021,1000088,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"The hoist went down due to a power bump, it caused a YA1 hoist drive to trip. The YA1 was reset and the hoist started to work again.",28,"The hoist went down due to a power bump, it caused a YA1 hoist drive to trip. The YA1 was reset and the hoist started to work again.",False,,,,train_candidate
msha_003315,msha,no_injury_event,00,ACCIDENT ONLY,2024-09-17,2024,1100004,M,"STRIP, QUARY, OPEN PIT",ELECTRICAL,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks -  on highway trucks,False,0,[],False,False,Customer Truck was tarping the load in the employee driveway when the tarp came in contact with the high voltage power lines. No injury or impairment.,26,Customer Truck was tarping the load in the employee driveway when the tarp came in contact with the high voltage power lines. No injury or impairment.,False,,,,train_candidate
msha_003318,msha,no_injury_event,00,ACCIDENT ONLY,2026-04-21,2026,1103143,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,Upon discovery MSHA hotline was called immediately. The current E01 inspector was called and personnel were dispatched to operate machinery to begin cutting out heated material to help extinguish.,29,Upon discovery MSHA hotline was called immediately. The current E01 inspector was called and personnel were dispatched to operate machinery to begin cutting out heated material to help extinguish.,False,,,,train_candidate
msha_003320,msha,fatal,01,FATALITY,2024-05-08,2024,1200016,M,"STRIP, QUARY, OPEN PIT",ELECTRICAL,Contact with electrical current,Handling supplies or material,"ELECTRICAL APPARATUS,NEC","ELECT SHOCK,ELECTROCUTION",BODY SYSTEMS,,1,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",False,0,[],True,True,Crane lifting conveyor belt off of trailer using cable rigging employee was guiding rigging crane struck overhead power line employee was electrocuted,22,Crane lifting conveyor belt off of trailer using cable rigging employee was guiding rigging crane struck overhead power line employee was electrocuted,False,,,,train_candidate
msha_003342,msha,no_injury_event,00,ACCIDENT ONLY,2023-07-09,2023,2103352,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,"Fire in the Pellet Plant, middle of Kiln Burner Floor. Mutual aid came from local fire dept. The fire was extinguished with an extinguisher and water was sprayed on the gear box to cool down the fire and hotspots. The kiln was restarted at 4:32 am. MSHA was notified at 4:30 am.",52,"Fire in the Pellet Plant, middle of Kiln Burner Floor. Mutual aid came from local fire dept. The fire was extinguished with an extinguisher and water was sprayed on the gear box to cool down the fire and hotspots. The kiln was restarted at 4:32 am. MSHA was notified at 4:30 am.",False,,,,train_candidate
msha_003345,msha,no_injury_event,00,ACCIDENT ONLY,2020-07-02,2020,2300495,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,29 mine man hoist began making a noise on 7/2/2020. Maintenance issue of bull gear key weld had broken loose. MSHA: 10:15 am - employees evacuated out of the mine for repairs. Repairs made and MSHA was called back to let them know that situation was complete. Employees were released back to work at 12:00 pm,56,29 mine man hoist began making a noise on 7/2/2020. Maintenance issue of bull gear key weld had broken loose. MSHA: 10:15 am - employees evacuated out of the mine for repairs. Repairs made and MSHA was called back to let them know that situation was complete. Employees were released back to work at 12:00 pm,False,,,,train_candidate
msha_003349,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2011-03-21,2011,2600550,M,"STRIP, QUARY, OPEN PIT",MACHINERY,"Caught in, under or between a moving and a stationary object","Surface equipment, NEC","MACHINE,NEC-WELDR,OFC MAC",AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,"Bench grinder, Drill press, Band/Table saw, Sandblaster",True,2,"[""driller""]",True,False,While placing a bushing into the table on an angle hole the bushing slipped down and the employee's middle and ring fingers went between the bushing and the table. The driller activated the hydraulic cylinder to close the table and pinched the employee's fingers amputating the tips.,47,While placing a bushing into the table on an angle hole the bushing slipped down and the employee's middle and ring fingers went between the bushing and the table. The driller activated the hydraulic cylinder to close the table and pinched the employee's fingers amputating the tips.,False,,,,train_candidate
msha_003350,msha,no_injury_event,00,ACCIDENT ONLY,2021-12-04,2021,2600827,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",False,0,[],False,False,The inside flange on the inside tire of the left rear dual broke allowing it to rub on the wheel motor bolts and become hot. Once the water truck was stopped the flange rested on the tire causing it to catch on fire.,43,The inside flange on the inside tire of the left rear dual broke allowing it to rub on the wheel motor bolts and become hot. Once the water truck was stopped the flange rested on the tire causing it to catch on fire.,False,,,,train_candidate
msha_003355,msha,permanent_impairment,02,PERM TOT OR PERM PRTL DISABLTY,2024-08-01,2024,2602617,M,"STRIP, QUARY, OPEN PIT",MACHINERY,Struck by falling object,Observe operations,METAL COVERS & GUARDS,AMPUTATION OR ENUCLEATION,FINGER(S)/THUMB,0,1,"Machine, NEC - Wheelbarrow, Well drilling Rig, Post hole auger",False,0,[],True,False,"The employee was picking up trash/aerosol can near the generator, leaned against the generator placed right hand near the hinge part of the door, generator turned on smashing right hand ring finger and middle finger between the door and the generator. Amputating the tip of right finger, breaking the middle finger, and smashing index finger.",55,"The employee was picking up trash/aerosol can near the generator, leaned against the generator placed right hand near the hinge part of the door, generator turned on smashing right hand ring finger and middle finger between the door and the generator. Amputating the tip of right finger, breaking the middle finger, and smashing index finger.",False,,,,train_candidate
msha_003359,msha,no_injury_event,00,ACCIDENT ONLY,2023-07-05,2023,3000663,M,SURFACE AT UNDERGROUND,HOISTING,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,"Elevator, Skip, Cage, Buckets, Mancage, Slope car ",False,0,[],False,False,"While attempting to raise the #4 cage to surface, the electrical breaker for the charging circuit on the #4 hoist drive failed.",22,"While attempting to raise the #4 cage to surface, the electrical breaker for the charging circuit on the #4 hoist drive failed.",False,,,,train_candidate
msha_003370,msha,no_injury_event,00,ACCIDENT ONLY,2020-06-19,2020,3401634,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,False,0,[],False,False,At 4:30pm a supervisor noticed a grass fire at the North end of the mine site. 911 called with fire department arriving at approximately 4:55pm. Fire extinguished by 5:33pm. No injury to miners nor damage to company property or assets. The extent of damage limited to grass and brush.,49,At 4:30pm a supervisor noticed a grass fire at the North end of the mine site. 911 called with fire department arriving at approximately 4:55pm. Fire extinguished by 5:33pm. No injury to miners nor damage to company property or assets. The extent of damage limited to grass and brush.,False,,,,train_candidate
msha_003372,msha,fatal,01,FATALITY,2025-06-15,2025,3402246,M,"STRIP, QUARY, OPEN PIT",MACHINERY,Struck by falling object,"Surface equipment, NEC","FORKLIFTS,STACKERS,TRCTR",MULTIPLE INJURIES,MULTIPLE PARTS (MORE THAN ONE MAJOR),,1,"Forklift, Plant cat, Telehandler, Hyster, Lift truck, Skid steer ",False,0,[],True,True,"It rained and the mining pit needed to be dewatered. EE was at the mine site alone. It was reported that EE's spouse, was in the truck on the mine site while EE went into the pit. EE moved the telehandler into the pit, parked it on the bottom of the pit parallel on the ramp. EE exited the tele. While standing outside of the tele facing east, the tele fell over onto EE, crushing EE.",76,"It rained and the mining pit needed to be dewatered. EE was at the mine site alone. It was reported that EE's spouse, was in the truck on the mine site while EE went into the pit. EE moved the telehandler into the pit, parked it on the bottom of the pit parallel on the ramp. EE exited the tele. While standing outside of the tele facing east, the tele fell over onto EE, crushing EE.",False,,,,train_candidate
msha_003380,msha,no_injury_event,00,ACCIDENT ONLY,2002-11-06,2002,4103164,C,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,NO VALUE FOUND,True,5,"[""gas well"", ""petroleum"", ""pipeline""]",False,False,"2 gas well service employees, 1 from anadarko petroleum & the other from enbridge pipeline, were servicing gas well fullen #3, located off c-2 ramp in c-area. They were flaring the well, a pro cess used to push fluid to the tank by sending more gas through the line to move the fluid. This process also increases the amount of fire burning in the flare stack. As they finished, embers",70,"2 gas well service employees, 1 from anadarko petroleum & the other from enbridge pipeline, were servicing gas well fullen #3, located off c-2 ramp in c-area. They were flaring the well, a pro cess used to push fluid to the tank by sending more gas through the line to move the fluid. This process also increases the amount of fire burning in the flare stack. As they finished, embers",False,,,,train_candidate
msha_003381,msha,fatal,01,FATALITY,2025-01-30,2025,4104216,M,"STRIP, QUARY, OPEN PIT",POWERED HAULAGE,"Caught in, under or between a moving and a stationary object",Unknown,"BROKEN ROCK,COAL,ORE,WSTE",MULTIPLE INJURIES,MULTIPLE PARTS (MORE THAN ONE MAJOR),,1,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",False,0,[],True,True,Employee in the thin veneer area was crushed by a pallet of stone that was placed on them by another employee in a wheel loader.,25,Employee in the thin veneer area was crushed by a pallet of stone that was placed on them by another employee in a wheel loader.,False,,,,train_candidate
msha_003386,msha,no_injury_event,00,ACCIDENT ONLY,2019-01-01,2019,4200149,M,"STRIP, QUARY, OPEN PIT",FIRE,"Accident type, without injuries",NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,NO VALUE FOUND,,0,Ore haulage trucks -  on highway trucks,False,0,[],False,False,"Wesco bulk truck arrived on the pattern and was positioning to load the first blast hole. Operator saw smoke then flames come from behind the cab and exited truck, May Day initiated and mine evacuated to 5000ft.",37,"Wesco bulk truck arrived on the pattern and was positioning to load the first blast hole. Operator saw smoke then flames come from behind the cab and exited truck, May Day initiated and mine evacuated to 5000ft.",False,,,,train_candidate
